"PlayerName","Club","Position","PositionType","DoB","Age","IPOPrice","IPODate","CurrentPrice"
"Christian Atsu","Newcastle United","Midfield","Attacking Midfielder/ Winger","10/01/1992","27","£0.23","22/12/2017","£0.26"
"James McCarthy","Everton","Midfield","Central Midfielder","12/11/1990","28","£0.20","09/01/2018","£0.26"
"Pedro Mendes","Montpellier","Goalkeeper/ Defender","Centre Back","01/10/1990","28","£0.23","19/01/2018","£0.26"
"Gael Kakuta","Rayo Vallecano","Midfield","Attacking Midfielder/ Winger","21/06/1991","28","£0.13","24/01/2018","£0.26"
"Simone Palombi","Lazio","Forward","Centre Forward","23/04/1996","23","£0.10","02/02/2018","£0.25"
"Andres Iniesta","Barcelona","Midfield","Central Midfielder","11/05/1984","35","£0.27","09/02/2018","£0.26"
"Tomas Rogic","Celtic","Midfield","Attacking Midfielder/ Winger","16/12/1992","26","£0.20","12/02/2018","£0.26"
"James McArthur","Crystal Palace","Midfield","Central Midfielder","07/10/1987","31","£0.20","12/02/2018","£0.26"
"Eder Balanta","FC Basel","Goalkeeper/ Defender","Centre Back","28/02/1993","26","£0.23","19/02/2018","£0.26"
"Alexis Blin","Amiens","Midfield","Defensive Midfielder/ Wingback","16/09/1996","22","£0.20","23/02/2018","£0.26"
"Marlos Moreno","Man City","Forward","Second Striker/ Winger","20/09/1996","22","£0.23","26/02/2018","£0.26"
"Berkay Ozcan","Stuttgart","Midfield","Attacking Midfielder/ Winger","15/02/1998","21","£0.20","06/03/2018","£0.26"
"Jose Fonte","Lille","Goalkeeper/ Defender","Centre Back","22/12/1983","35","£0.08","11/05/2018","£0.26"
"Viktor Claesson","FK Krasnodar","Midfield","Attacking Midfielder/ Winger","02/01/1992","27","£0.13","25/05/2018","£0.22"
"Wilmar Barrios","Zenit","Midfield","Defensive Midfielder/ Wingback","16/10/1993","25","£0.17","28/05/2018","£0.26"
"Cauley Woodrow","Fulham","Forward","Centre Forward","02/12/1994","24","£0.13","09/08/2018","£0.27"
"Xavier Chavalerin","Reims","Midfield","Central Midfielder","07/03/1991","28","£0.23","29/08/2018","£0.26"
"Loick Landre","Nîmes","Goalkeeper/ Defender","Centre Back","05/05/1992","27","£0.20","30/08/2018","£0.26"
"Taylan Duman","Fortuna Düsseldorf","Midfield","Central Midfielder","30/07/1997","22","£0.20","31/08/2018","£0.26"
"Federico Pelle","Parma","Forward","Second Striker/ Winger","08/01/2000","19","£0.20","05/09/2018","£0.25"
"Camillo Ciano","Frosinone","Forward","Second Striker/ Winger","22/02/1990","29","£0.23","06/09/2018","£0.26"
"Axel Werner","Atlético Madrid","Goalkeeper/ Defender","Goalkeeper","28/02/1996","23","£0.20","07/09/2018","£0.26"
"Oscar Plano","Real Valladolid","Forward","Centre Forward","11/02/1991","28","£0.20","11/09/2018","£0.32"
"Jose Holebas","Watford","Goalkeeper/ Defender","Full back","27/06/1984","35","£0.20","13/09/2018","£0.28"
"Odisseas Vlachodimos","Benfica","Goalkeeper/ Defender","Goalkeeper","26/04/1994","25","£0.23","21/09/2018","£0.27"
"Andre Almeida","Benfica","Midfield","Central Midfielder","10/09/1990","28","£0.20","21/09/2018","£0.26"
"Ludovic Butelle","Angers","Goalkeeper/ Defender","Goalkeeper","03/04/1983","36","£0.17","01/10/2018","£0.26"
"Fabian Balbuena","West Ham United","Goalkeeper/ Defender","Centre Back","23/08/1991","27","£0.20","18/10/2018","£0.31"
"Damien Le Tallec","Montpellier","Goalkeeper/ Defender","Defensive Midfielder/ Wingback","09/04/1990","29","£0.23","24/10/2018","£0.29"
"Kouadio Dabila","Lille","Goalkeeper/ Defender","Centre Back","01/01/1997","22","£0.20","13/11/2018","£0.26"
"Jairo Riedewald","Crystal Palace","Midfield","Central Midfielder","09/09/1996","22","£0.20","19/11/2018","£0.26"
"Pablo Martinez","Strasbourg","Goalkeeper/ Defender","Centre Back","21/02/1989","30","£0.23","09/01/2019","£0.26"
"Lionel Carole","Strasbourg","Goalkeeper/ Defender","Full back","12/04/1991","28","£0.23","23/01/2019","£0.26"
"Ethan Pinnock","Other","Goalkeeper/ Defender","Centre Back","29/05/1993","26","£0.17","06/02/2019","£0.25"
"Gerzino Nyamsi","Rennes","Goalkeeper/ Defender","Centre Back","22/01/1997","22","£0.23","08/02/2019","£0.26"
"Marcel Schmelzer","Borussia Dortmund","Goalkeeper/ Defender","Full back","22/01/1988","31","£0.20","02/11/2017","£0.25"
"Kamil Glik","AS Monaco","Goalkeeper/ Defender","Centre Back","03/02/1988","31","£0.17","02/11/2017","£0.24"
"Wes Morgan","Leicester City","Goalkeeper/ Defender","Centre Back","21/01/1984","35","£0.23","08/11/2017","£0.25"
"Cedric Soares","Internazionale","Goalkeeper/ Defender","Full back","31/08/1991","27","£0.17","10/11/2017","£0.24"
"Rafael Toloi","Atalanta","Goalkeeper/ Defender","Centre Back","10/10/1990","28","£0.17","10/11/2017","£0.25"
"Uros Matic","København","Midfield","Central Midfielder","23/05/1990","29","£0.25","13/11/2017","£0.25"
"Raphael Holzhauser","Austria Wien","Midfield","Central Midfielder","16/02/1993","26","£0.25","13/11/2017","£0.25"
"Evgeny Postnikov","Astana","Goalkeeper/ Defender","Centre Back","16/04/1986","33","£0.25","13/11/2017","£0.25"
"Stefano Sturaro","Genoa","Midfield","Central Midfielder","09/03/1993","26","£0.20","15/11/2017","£0.25"
"Mattia Perin","Juventus","Goalkeeper/ Defender","Goalkeeper","10/11/1992","26","£0.13","15/11/2017","£0.23"
"Timo Horn","FC Koln","Goalkeeper/ Defender","Goalkeeper","12/05/1993","26","£0.17","16/11/2017","£0.24"
"Steve Mandanda","Marseille","Goalkeeper/ Defender","Goalkeeper","28/03/1985","34","£0.13","16/11/2017","£0.27"
"Joel Robles","Betis","Goalkeeper/ Defender","Goalkeeper","17/06/1990","29","£0.17","20/11/2017","£0.28"
"Matt Phillips","West Brom","Midfield","Attacking Midfielder/ Winger","13/03/1991","28","£0.20","21/11/2017","£0.24"
"Jose Palomino","Atalanta","Goalkeeper/ Defender","Centre Back","05/01/1990","29","£0.17","21/11/2017","£0.25"
"Lois Diony","St Etienne","Forward","Centre Forward","20/12/1992","26","£0.17","21/11/2017","£0.24"
"Francois Moubandje","Toulouse","Goalkeeper/ Defender","Full back","21/06/1990","29","£0.23","22/11/2017","£0.24"
"Isaac Mbenza","Huddersfield","Midfield","Attacking Midfielder/ Winger","08/03/1996","23","£0.20","22/11/2017","£0.25"
"Matija Nastasic","Schalke","Goalkeeper/ Defender","Centre Back","28/03/1993","26","£0.10","24/11/2017","£0.26"
"Simon Kjaer","Sevilla","Goalkeeper/ Defender","Centre Back","26/03/1989","30","£0.23","29/11/2017","£0.25"
"Romain Thomas","Angers","Goalkeeper/ Defender","Centre Back","12/06/1988","31","£0.23","29/11/2017","£0.25"
"Luigi Sepe","Parma","Goalkeeper/ Defender","Goalkeeper","08/05/1991","28","£0.13","29/11/2017","£0.24"
"Ben Gibson","Burnley","Goalkeeper/ Defender","Centre Back","15/01/1993","26","£0.17","30/11/2017","£0.24"
"Damien Da Silva","Rennes","Goalkeeper/ Defender","Centre Back","17/05/1988","31","£0.23","06/12/2017","£0.26"
"Christian Kabasele","Watford","Goalkeeper/ Defender","Centre Back","24/02/1991","28","£0.17","07/12/2017","£0.25"
"Jordan Lukaku","Lazio","Goalkeeper/ Defender","Full back","25/07/1994","25","£0.20","13/12/2017","£0.25"
"Neven Subotic","St Etienne","Goalkeeper/ Defender","Centre Back","10/12/1988","30","£0.23","18/12/2017","£0.25"
"Firmin Mubele","Toulouse","Forward","Second Striker/ Winger","17/04/1994","25","£0.17","18/12/2017","£0.25"
"Ahmed Hegazi","West Brom","Goalkeeper/ Defender","Centre Back","25/01/1991","28","£0.23","02/01/2018","£0.29"
"Kevin Mirallas","Fiorentina","Forward","Second Striker/ Winger","05/10/1987","31","£0.23","05/01/2018","£0.25"
"Damian Suarez","Getafe","Goalkeeper/ Defender","Full back","27/04/1988","31","£0.17","23/01/2018","£0.25"
"Fede Cartabia","La Coruna","Midfield","Attacking Midfielder/ Winger","20/01/1993","26","£0.23","29/01/2018","£0.25"
"Ciaran Clark","Newcastle United","Goalkeeper/ Defender","Centre Back","26/09/1989","29","£0.23","01/02/2018","£0.24"
"Martin Caceres","Juventus","Goalkeeper/ Defender","Centre Back","07/04/1987","32","£0.23","07/02/2018","£0.24"
"Saif-Eddine Khaoui","Caen","Midfield","Attacking Midfielder/ Winger","27/04/1995","24","£0.23","21/02/2018","£0.25"
"Tomas Rincon","Torino","Midfield","Central Midfielder","13/01/1988","31","£0.23","22/02/2018","£0.26"
"Andrea Bertolacci","AC Milan","Midfield","Attacking Midfielder/ Winger","11/01/1991","28","£0.23","26/02/2018","£0.25"
"Samuel Saiz","Getafe","Midfield","Attacking Midfielder/ Winger","22/01/1991","28","£0.17","26/02/2018","£0.25"
"Jordan Tell","Rennes","Forward","Centre Forward","10/06/1997","22","£0.17","26/02/2018","£0.22"
"Samuel Tetteh","Red Bull","Forward","Centre Forward","28/07/1996","23","£0.13","26/02/2018","£0.26"
"Jacob Murphy","Newcastle United","Midfield","Attacking Midfielder/ Winger","24/02/1995","24","£0.13","27/02/2018","£0.26"
"Tiago Dias","AC Milan","Forward","Second Striker/ Winger","04/05/1998","21","£0.20","08/03/2018","£0.24"
"Luca Gagliano","Cagliari","Forward","Centre Forward","14/07/2000","19","£0.10","09/03/2018","£0.25"
"Borja Baston","Alaves","Forward","Centre Forward","25/08/1992","26","£0.17","14/03/2018","£0.29"
"Barry Douglas","Wolves","Goalkeeper/ Defender","Full back","04/09/1989","29","£0.17","23/04/2018","£0.25"
"Badou Ndiaye","Galatasaray","Midfield","Central Midfielder","27/10/1990","28","£0.13","25/05/2018","£0.24"
"Lasse Schone","Ajax","Midfield","Central Midfielder","27/05/1986","33","£0.13","05/06/2018","£0.25"
"Neil Etheridge","Cardiff City","Goalkeeper/ Defender","Goalkeeper","07/02/1990","29","£0.17","10/08/2018","£0.24"
"Clement Depres","Nîmes","Forward","Centre Forward","25/11/1994","24","£0.20","30/08/2018","£0.24"
"Alessio Da Cruz","Parma","Midfield","Attacking Midfielder/ Winger","18/01/1997","22","£0.20","05/09/2018","£0.24"
"Andrea Di Maggio","Parma","Goalkeeper/ Defender","Centre Back","14/08/2000","19","£0.17","05/09/2018","£0.25"
"Paolo Ghiglione","Frosinone","Goalkeeper/ Defender","Full back","02/02/1997","22","£0.17","06/09/2018","£0.35"
"Santiago Comesana","Rayo Vallecano","Midfield","Attacking Midfielder/ Winger","05/10/1996","22","£0.20","10/09/2018","£0.25"
"Ken Sema","Watford","Midfield","Attacking Midfielder/ Winger","30/09/1993","25","£0.20","12/09/2018","£0.28"
"Fabian Orellana","Eibar","Midfield","Attacking Midfielder/ Winger","27/01/1986","33","£0.20","17/09/2018","£0.25"
"Raphael Dwamena","Levante","Forward","Centre Forward","12/09/1995","23","£0.23","19/09/2018","£0.25"
"Maxime Poundje","Bordeaux","Goalkeeper/ Defender","Full back","16/08/1992","27","£0.23","19/09/2018","£0.24"
"Carl Jenkinson","Arsenal","Goalkeeper/ Defender","Full back","08/02/1992","27","£0.17","19/09/2018","£0.24"
"Mohamed Ali Camara","Young Boys","Goalkeeper/ Defender","Centre Back","28/08/1997","21","£0.17","21/09/2018","£0.25"
"Jaromir Zmrhal","Slavia Praha","Midfield","Central Midfielder","02/08/1993","26","£0.20","25/09/2018","£0.26"
"Mykola Matvyenko","Shakhtar Donetsk","Goalkeeper/ Defender","Full back","02/05/1996","23","£0.23","24/10/2018","£0.25"
"Mateusz Klich","Leeds United","Midfield","Central Midfielder","03/06/1990","29","£0.20","26/10/2018","£0.30"
"Dimitry Bertaud","Montpellier","Goalkeeper/ Defender","Goalkeeper","06/06/1998","21","£0.20","23/01/2019","£0.22"
"Zlatan Ibrahimović","Other","Forward","Centre Forward","03/10/1981","37","£0.08","","£0.25"
"Jorge Moraes","AS Monaco","Goalkeeper/ Defender","Full back","28/03/1996","23","£0.20","03/11/2017","£0.24"
"Rafael","Lyon","Goalkeeper/ Defender","Full back","09/07/1990","29","£0.20","03/11/2017","£0.23"
"Ivan Strinic","AC Milan","Goalkeeper/ Defender","Full back","17/07/1987","32","£0.23","06/11/2017","£0.24"
"Benoit Pedretti","Nancy","Midfield","Defensive Midfielder/ Wingback","12/11/1980","38","£0.23","06/11/2017","£0.24"
"Nicolae Stanciu","Other","Midfield","Attacking Midfielder/ Winger","07/05/1993","26","£0.23","07/11/2017","£0.24"
"Ben Mee","Burnley","Goalkeeper/ Defender","Centre Back","21/09/1989","29","£0.20","07/11/2017","£0.24"
"Theodor Gebre Selassie","Werder Bremen","Goalkeeper/ Defender","Full back","24/12/1986","32","£0.20","07/11/2017","£0.27"
"Tom Ince","Huddersfield","Midfield","Attacking Midfielder/ Winger","30/01/1992","27","£0.23","08/11/2017","£0.24"
"Sam Vokes","Burnley","Forward","Centre Forward","21/10/1989","29","£0.23","08/11/2017","£0.24"
"Gareth Barry","West Brom","Midfield","Central Midfielder","23/02/1981","38","£0.23","08/11/2017","£0.24"
"Tommaso Berni","Internazionale","Goalkeeper/ Defender","Goalkeeper","06/03/1983","36","£0.23","08/11/2017","£0.24"
"Ervin Zukanovic","Genoa","Goalkeeper/ Defender","Centre Back","11/02/1987","32","£0.23","08/11/2017","£0.24"
"Ivan Radovanovic","Genoa","Midfield","Defensive Midfielder/ Wingback","29/08/1988","30","£0.23","09/11/2017","£0.24"
"Morgan Schneiderlin","Everton","Midfield","Defensive Midfielder/ Wingback","08/11/1989","29","£0.20","09/11/2017","£0.23"
"Nathaniel Clyne","Bournemouth","Goalkeeper/ Defender","Full back","05/04/1991","28","£0.17","14/11/2017","£0.24"
"Paulo Gazzaniga","Tottenham","Goalkeeper/ Defender","Goalkeeper","02/01/1992","27","£0.10","14/11/2017","£0.24"
"Ander Iturraspe","Ath Bilbao","Midfield","Central Midfielder","08/03/1989","30","£0.23","17/11/2017","£0.24"
"Vlad Chiriches","Napoli","Goalkeeper/ Defender","Centre Back","14/11/1989","29","£0.23","17/11/2017","£0.24"
"Mikel San Jose","Ath Bilbao","Midfield","Defensive Midfielder/ Wingback","30/05/1989","30","£0.23","17/11/2017","£0.24"
"Aaron Cresswell","West Ham United","Goalkeeper/ Defender","Full back","15/12/1989","29","£0.17","17/11/2017","£0.22"
"Erik Durm","Huddersfield","Goalkeeper/ Defender","Full back","12/05/1992","27","£0.17","17/11/2017","£0.22"
"Dan Gosling","Bournemouth","Midfield","Central Midfielder","01/02/1990","29","£0.23","20/11/2017","£0.24"
"Roque Mesa","Sevilla","Midfield","Central Midfielder","07/06/1989","30","£0.23","21/11/2017","£0.25"
"Corentin Jean","Toulouse","Forward","Centre Forward","15/07/1995","24","£0.23","21/11/2017","£0.24"
"Karim Rekik","Hertha","Goalkeeper/ Defender","Centre Back","02/12/1994","24","£0.17","21/11/2017","£0.25"
"Jose Angel","Eibar","Goalkeeper/ Defender","Full back","05/09/1989","29","£0.13","21/11/2017","£0.25"
"Tomas Koubek","Rennes","Goalkeeper/ Defender","Goalkeeper","26/08/1992","26","£0.13","21/11/2017","£0.23"
"Jeff Hendrick","Burnley","Midfield","Central Midfielder","31/01/1992","27","£0.23","22/11/2017","£0.24"
"Jiri Pavlenka","Werder Bremen","Goalkeeper/ Defender","Goalkeeper","14/04/1992","27","£0.17","23/11/2017","£0.25"
"Hector Moreno","Real Sociedad","Goalkeeper/ Defender","Centre Back","17/01/1988","31","£0.23","29/11/2017","£0.24"
"Sebastian Langkamp","Werder Bremen","Goalkeeper/ Defender","Centre Back","15/01/1988","31","£0.23","29/11/2017","£0.24"
"Stefano Okaka","Udinese","Forward","Centre Forward","09/08/1989","30","£0.17","29/11/2017","£0.24"
"Victor Ruiz","Villarreal","Goalkeeper/ Defender","Centre Back","25/01/1989","30","£0.23","01/12/2017","£0.24"
"Andreas Cornelius","Bordeaux","Forward","Centre Forward","16/03/1993","26","£0.17","01/12/2017","£0.24"
"Benat Etxebarria","Ath Bilbao","Midfield","Central Midfielder","19/02/1987","32","£0.23","04/12/2017","£0.24"
"Sergio Romero","Man United","Goalkeeper/ Defender","Goalkeeper","22/02/1987","32","£0.13","04/12/2017","£0.24"
"Cheikhou Kouyate","Crystal Palace","Midfield","Central Midfielder","21/12/1989","29","£0.20","06/12/2017","£0.24"
"Florentin Pogba","St Etienne","Goalkeeper/ Defender","Centre Back","19/08/1990","29","£0.23","07/12/2017","£0.24"
"Renato Steffen","Wolfsburg","Midfield","Attacking Midfielder/ Winger","03/11/1991","27","£0.13","14/12/2017","£0.25"
"Bartosz Kapustka","Freiburg","Midfield","Attacking Midfielder/ Winger","23/12/1996","22","£0.13","02/01/2018","£0.25"
"Johannes Geis","Schalke","Midfield","Defensive Midfielder/ Wingback","17/08/1993","26","£0.20","04/01/2018","£0.23"
"Markel Susaeta","Ath Bilbao","Midfield","Attacking Midfielder/ Winger","14/12/1987","31","£0.23","05/01/2018","£0.24"
"Per Skjelbred","Hertha","Midfield","Central Midfielder","16/06/1987","32","£0.23","08/01/2018","£0.24"
"Kevin Theophile-Catherine","Dinamo Zagreb","Goalkeeper/ Defender","Centre Back","28/10/1989","29","£0.23","09/01/2018","£0.24"
"Rajiv van La Parra","Huddersfield","Midfield","Attacking Midfielder/ Winger","04/06/1991","28","£0.23","17/01/2018","£0.24"
"Nani","Sporting","Midfield","Attacking Midfielder/ Winger","17/11/1986","32","£0.23","23/01/2018","£0.24"
"Daniele Verde","Real Valladolid","Forward","Second Striker/ Winger","20/06/1996","23","£0.20","24/01/2018","£0.24"
"Yoann Andreu","Angers","Goalkeeper/ Defender","Full back","03/05/1989","30","£0.23","29/01/2018","£0.24"
"Collin Quaner","Huddersfield","Forward","Centre Forward","18/06/1991","28","£0.23","30/01/2018","£0.24"
"Andres Guardado","Betis","Midfield","Central Midfielder","28/09/1986","32","£0.23","02/02/2018","£0.24"
"Fabrizio Cacciatore","Chievo","Goalkeeper/ Defender","Full back","08/10/1986","32","£0.23","02/02/2018","£0.24"
"Karl Darlow","Newcastle United","Goalkeeper/ Defender","Goalkeeper","08/10/1990","28","£0.13","02/02/2018","£0.24"
"Christian Fuchs","Leicester City","Goalkeeper/ Defender","Full back","07/04/1986","33","£0.23","05/02/2018","£0.25"
"Miguel Veloso","Genoa","Midfield","Central Midfielder","11/05/1986","33","£0.23","05/02/2018","£0.24"
"Scott Dann","Crystal Palace","Goalkeeper/ Defender","Centre Back","14/02/1987","32","£0.23","08/02/2018","£0.24"
"Stephan Lichtsteiner","Arsenal","Goalkeeper/ Defender","Full back","16/01/1984","35","£0.23","09/02/2018","£0.24"
"Rolando","Marseille","Goalkeeper/ Defender","Centre Back","31/08/1985","33","£0.23","13/02/2018","£0.24"
"Steven Davis","Southampton","Midfield","Central Midfielder","01/01/1985","34","£0.23","13/02/2018","£0.24"
"Miguel Layun","Villarreal","Goalkeeper/ Defender","Full back","25/06/1988","31","£0.23","14/02/2018","£0.24"
"Manuel Fernandes","Lokomotiv Moscow","Midfield","Defensive Midfielder/ Wingback","05/02/1986","33","£0.20","14/02/2018","£0.23"
"Kevin Rodrigues","Real Sociedad","Goalkeeper/ Defender","Full back","05/03/1994","25","£0.23","15/02/2018","£0.24"
"Vitinho","CSKA Moscow","Forward","Second Striker/ Winger","09/10/1993","25","£0.23","19/02/2018","£0.24"
"Pedro Rebocho","Guingamp","Goalkeeper/ Defender","Full back","23/01/1995","24","£0.13","20/02/2018","£0.24"
"Adrian Lopez","Porto","Forward","Centre Forward","08/01/1988","31","£0.20","22/02/2018","£0.25"
"Pirmin Schwegler","Hannover","Midfield","Defensive Midfielder/ Wingback","09/03/1987","32","£0.23","23/02/2018","£0.24"
"Dani Castellano","Las Palmas","Goalkeeper/ Defender","Full back","02/11/1987","31","£0.23","23/02/2018","£0.24"
"Freddie Woodman","Newcastle United","Goalkeeper/ Defender","Goalkeeper","04/03/1997","22","£0.10","27/02/2018","£0.25"
"Chidozie Awaziem","Porto","Goalkeeper/ Defender","Centre Back","01/01/1997","22","£0.17","01/03/2018","£0.25"
"Albert Gudmundsson","Iceland","Forward","Second Striker/ Winger","15/06/1997","22","£0.10","16/05/2018","£0.22"
